sample_id,round,variant,implementation,value_type,footprint_bytes,passes,elapsed_ns,checksum,expected_checksum,pmu_cycles,pmu_instructions,pmu_ref_cycles,pmu_time_enabled,pmu_time_running,pmu_available
r14-o036-clangpp-scalar-string16-8388608,14,clangpp,scalar,string16,8388608,256,703915620,2147483648,2147483648,1544638469,4697623223,1544638480,703792551,703792551,1
r14-o037-rust-scalar-string16-67108864,14,rust,scalar,string16,67108864,32,710155559,2147483648,2147483648,1558333714,4697621015,1558333744,710036356,710036356,1
r14-o038-cpp-avx2-float-8388608,14,cpp,avx2,float,8388608,256,129071224,0,0,283288192,268448103,283288214,129104055,129104055,1
r14-o039-cpp-scalar-string16-262144,14,cpp,scalar,string16,262144,8192,917765098,2147483648,2147483648,2014032407,4831904128,2014032394,917642114,917642114,1
r14-o040-c-avx2-int-262144,14,c,avx2,int,262144,8192,59063506,536870912,536870912,129642909,268657009,129642898,59091027,59091027,1
r14-o041-rust_unroll-u1-float-32768,14,rust_unroll,u1,float,32768,65536,733900718,0,0,1610854501,2147811614,1610854498,733928860,733928860,1
r14-o042-cpp-scalar-float-32768,14,cpp,scalar,float,32768,65536,734529706,0,0,1611865219,2147942758,1611865200,734414439,734414439,1
r14-o043-cpp_unroll-u1-float-262144,14,cpp_unroll,u1,float,262144,8192,734003758,0,0,1610694372,2147541268,1610694426,733886311,733886311,1
r14-o044-cpp-scalar-float-8388608,14,cpp,scalar,float,8388608,256,761616389,0,0,1671302422,2147485798,1671302446,761499850,761499850,1
r14-o045-clangpp-scalar-float-32768,14,clangpp,scalar,float,32768,65536,733942629,0,0,1610948227,738788513,1610948218,733972191,733972191,1
r14-o046-clangpp-scalar-short-8388608,14,clangpp,scalar,short,8388608,256,529192259,0,0,1161153799,1476398448,1161153796,529082765,529082765,1
r14-o047-rust-avx2-int-8388608,14,rust,avx2,int,8388608,256,128332744,536870912,536870912,281684570,402660377,281684568,128369042,128369042,1
r14-o048-cpp-scalar-double-1048576,14,cpp,scalar,double,1048576,2048,366994470,0,0,805526069,1073756543,805526062,367024151,367024151,1
r14-o049-cpp_unroll-u1-double-262144,14,cpp_unroll,u1,double,262144,8192,367069545,0,0,805322595,1073799443,805322606,366955255,366955255,1
r14-o050-cpp_native-scalar-float-262144,14,cpp_native,scalar,float,262144,8192,734001741,0,0,1610693150,1342259475,1610693172,733885086,733885086,1
r14-o051-cpp-scalar-double-67108864,14,cpp,scalar,double,67108864,32,400574939,0,0,879232971,1073742431,879232970,400608870,400608870,1
r14-o052-c-scalar-short-1048576,14,c,scalar,short,1048576,2048,636291151,0,0,1396234055,4294977839,1396234048,636175325,636175325,1
r14-o053-rust-avx2-float-1048576,14,rust,avx2,float,1048576,2048,101925583,0,0,223705574,402704664,223705548,101954626,101954626,1
r14-o054-cpp_native-scalar-int-1048576,14,cpp_native,scalar,int,1048576,2048,319384607,536870912,536870912,701026305,2147498256,701026304,319414107,319414107,1
r14-o055-rust_unroll-u8-float-67108864,14,rust_unroll,u8,float,67108864,32,759254012,0,0,1666108439,2415919674,1666108400,759138579,759138579,1
r14-o056-go-scalar-int-32768,14,go,scalar,int,32768,65536,470938848,536870912,536870912,1030028451,2684917179,1030029286,470301024,470301024,true
r14-o057-go-scalar-int-8388608,14,go,scalar,int,8388608,256,411660802,536870912,536870912,897846370,2684790399,897845916,410819957,410819957,true
r14-o058-rust-avx2-string16-67108864,14,rust,avx2,string16,67108864,32,170103700,2147483648,2147483648,373367790,536871832,373367808,170138955,170138955,1
r14-o059-cpp-avx2-short-67108864,14,cpp,avx2,short,67108864,32,160853895,0,0,353065126,268437206,353065130,160888797,160888797,1
r14-o060-cpp_unroll-u2-float-32768,14,cpp_unroll,u2,float,32768,65536,734420359,0,0,1611635141,1611268372,1611635146,734309238,734309238,1
r14-o061-cpp_unroll-u8-float-67108864,14,cpp_unroll,u8,float,67108864,32,747371297,0,0,1640040408,872415860,1640040446,747262449,747262449,1
r14-o062-cpp_native-scalar-short-32768,14,cpp_native,scalar,short,32768,65536,623612470,0,0,1368781176,4295426320,1368781172,623641307,623641307,1
r14-o063-rust-scalar-float-32768,14,rust,scalar,float,32768,65536,734314728,0,0,1611390541,2147811614,1611390550,734197409,734197409,1
r14-o064-rust-scalar-float-262144,14,rust,scalar,float,262144,8192,734007130,0,0,1610716924,2147524894,1610716954,733893398,733893398,1
r14-o065-clangpp-scalar-double-8388608,14,clangpp,scalar,double,8388608,256,385587869,0,0,846339006,369102266,846339032,385621623,385621623,1
r14-o066-cpp-avx2-int-32768,14,cpp,avx2,int,32768,65536,36355259,536870912,536870912,79800105,270205297,79800094,36384317,36384317,1
r14-o067-cpp-scalar-double-8388608,14,cpp,scalar,double,8388608,256,394003751,0,0,864431528,1073744000,864431546,393883598,393883598,1
r14-o068-go-scalar-string16-1048576,14,go,scalar,string16,1048576,2048,2269321315,2147483648,2147483648,4967426591,12616663495,4967428136,2266877908,2266877908,true
r14-o069-go-scalar-short-32768,14,go,scalar,short,32768,65536,701305532,0,0,1534149649,5369290733,1534150816,700319147,700319147,true
r14-o070-go-scalar-double-262144,14,go,scalar,double,262144,8192,368604292,0,0,805522527,1342275648,805522982,367978108,367978108,true
r14-o071-cpp_unroll-u2-float-67108864,14,cpp_unroll,u2,float,67108864,32,765462144,0,0,1679748933,1610613332,1679748950,765353714,765353714,1
r14-o072-rust-avx2-string16-32768,14,rust,avx2,string16,32768,65536,63485657,2147483648,2147483648,139349065,538181912,139349078,63513339,63513339,1
r14-o073-c-avx2-int-32768,14,c,avx2,int,32768,65536,36212487,536870912,536870912,79486664,270205297,79486682,36238052,36238052,1
r14-o074-cpp-avx2-double-262144,14,cpp,avx2,double,262144,8192,92659366,0,0,203366610,268607873,203366614,92685630,92685630,1
r14-o075-cpp_unroll-u8-float-8388608,14,cpp_unroll,u8,float,8388608,256,746223899,0,0,1637505834,872418324,1637505826,746105882,746105882,1
r14-o076-cpp-scalar-float-262144,14,cpp,scalar,float,262144,8192,733980416,0,0,1610658584,2147541350,1610658588,733866540,733866540,1
r14-o077-go-scalar-int-262144,14,go,scalar,int,262144,8192,451256475,536870912,536870912,986573873,2684458582,986574490,450597192,450597192,true
r14-o078-cpp-avx2-string16-8388608,14,cpp,avx2,string16,8388608,256,127571124,2147483648,2147483648,280013004,469768325,280013030,127607422,127607422,1
r14-o079-cpp_unroll-u1-double-32768,14,cpp_unroll,u1,double,32768,65536,367062199,0,0,805313537,1074200851,805313542,366946923,366946923,1
r14-o080-cpp_unroll-u2-float-1048576,14,cpp_unroll,u2,float,1048576,2048,733935312,0,0,1610930908,1610633490,1610930926,733964406,733964406,1
r14-o081-rust_unroll-u1-double-67108864,14,rust_unroll,u1,double,67108864,32,401082273,0,0,879968124,1073742270,879968122,400973308,400973308,1
r14-o082-cpp_native-scalar-short-262144,14,cpp_native,scalar,short,262144,8192,633817308,0,0,1391179612,4295024912,1391179592,633845885,633845885,1
r14-o083-cpp-scalar-string16-32768,14,cpp,scalar,string16,32768,65536,917775774,2147483648,2147483648,2014082514,4832362880,2014082554,917661369,917661369,1
r14-o084-rust-scalar-short-262144,14,rust,scalar,short,262144,8192,632071505,0,0,1386967114,4295008542,1386967120,631953665,631953665,1
r14-o085-cpp_unroll-u1-double-8388608,14,cpp_unroll,u1,double,8388608,256,385700552,0,0,846585503,1073743889,846585520,385736703,385736703,1
r14-o086-clangpp-scalar-int-32768,14,clangpp,scalar,int,32768,65536,247940433,536870912,536870912,543825334,738788489,543825348,247821949,247821949,1
r14-o087-rust-avx2-double-262144,14,rust,avx2,double,262144,8192,101461891,0,0,222688236,402792725,222688246,101491704,101491704,1
r14-o088-c-avx2-string16-1048576,14,c,avx2,string16,1048576,2048,86922399,2147483648,2147483648,190791128,469809541,190791150,86953586,86953586,1
r14-o089-c-avx2-double-1048576,14,c,avx2,double,1048576,2048,93355055,0,0,204893963,268478849,204893920,93386604,93386604,1
r14-o090-rust-scalar-int-1048576,14,rust,scalar,int,1048576,2048,319000755,536870912,536870912,700184270,2147494172,700184298,319033463,319033463,1
r14-o091-rust-scalar-short-32768,14,rust,scalar,short,32768,65536,627982669,0,0,1377984359,4295295262,1377984388,627864397,627864397,1
r14-o092-go-scalar-short-8388608,14,go,scalar,short,8388608,256,793798198,0,0,1731834542,5369176608,1731834764,792288985,792288985,true
r14-o093-c-scalar-int-67108864,14,c,scalar,int,67108864,32,368356750,536870912,536870912,808517403,2147484137,808517424,368393396,368393396,1
r14-o094-rust_unroll-u2-double-1048576,14,rust_unroll,u2,double,1048576,2048,367330043,0,0,805874787,1610633495,805874784,367212678,367212678,1
r14-o095-c-scalar-short-32768,14,c,scalar,short,32768,65536,627489238,0,0,1377290163,4295295277,1377290156,627519187,627519187,1
r14-o096-rust_unroll-u2-float-262144,14,rust_unroll,u2,float,262144,8192,734059418,0,0,1610824070,3221307672,1610824072,733942671,733942671,1
r14-o097-cpp_native-scalar-string16-1048576,14,cpp_native,scalar,string16,1048576,2048,675971346,2147483648,2147483648,1483304454,4697635089,1483304460,675852272,675852272,1
r14-o098-c-scalar-float-32768,14,c,scalar,float,32768,65536,734123672,0,0,1611344058,2147942756,1611344020,734153670,734153670,1
r14-o099-rust-avx2-double-1048576,14,rust,avx2,double,1048576,2048,101953187,0,0,223765865,402688277,223765872,101982762,101982762,1
r14-o100-cpp-scalar-double-32768,14,cpp,scalar,double,32768,65536,367092704,0,0,805379014,1074200961,805379058,366979773,366979773,1
r14-o101-cpp-avx2-float-262144,14,cpp,avx2,float,262144,8192,92254923,0,0,202478653,268829031,202478650,92282168,92282168,1
r14-o102-c-avx2-float-32768,14,c,avx2,float,32768,65536,90726874,0,0,199125520,271581543,199125520,90752658,90752658,1
r14-o103-c-scalar-double-67108864,14,c,scalar,double,67108864,32,400737411,0,0,879589295,1073742431,879589282,400772149,400772149,1
r14-o104-rust_unroll-u1-double-8388608,14,rust_unroll,u1,double,8388608,256,395434030,0,0,867542796,1073743390,867542808,395310682,395310682,1
r14-o105-cpp-avx2-short-1048576,14,cpp,avx2,short,1048576,2048,76864517,0,0,168714774,268523894,168714788,76894177,76894177,1
r14-o106-rust-avx2-int-1048576,14,rust,avx2,int,1048576,2048,85178161,536870912,536870912,186962367,402708761,186962358,85206797,85206797,1
r14-o107-c-avx2-double-262144,14,c,avx2,double,262144,8192,92278082,0,0,202530554,268607873,202530570,92306510,92306510,1
r14-o108-cpp_native-scalar-double-32768,14,cpp_native,scalar,double,32768,65536,367046827,0,0,805604381,671744274,805604360,367075588,367075588,1
r14-o109-rust-scalar-float-1048576,14,rust,scalar,float,1048576,2048,733976800,0,0,1610663574,2147494174,1610663582,733867496,733867496,1
r14-o110-rust_unroll-u2-double-262144,14,rust_unroll,u2,double,262144,8192,367091182,0,0,805361883,1610694935,805361854,366975695,366975695,1
r14-o111-c-avx2-float-262144,14,c,avx2,float,262144,8192,92725625,0,0,203511894,268829031,203511902,92753239,92753239,1
r14-o112-cpp-avx2-int-67108864,14,cpp,avx2,int,67108864,32,161286300,536870912,536870912,354014363,268436689,354014386,161321794,161321794,1
r14-o113-cpp-scalar-short-262144,14,cpp,scalar,short,262144,8192,634027510,0,0,1391255520,4295008559,1391255536,633906900,633906900,1
r14-o114-rust-avx2-short-262144,14,rust,avx2,short,262144,8192,79907843,0,0,175394550,403005720,175394538,79936819,79936819,1
r14-o115-rust_unroll-u8-double-262144,14,rust_unroll,u8,double,262144,8192,366929487,0,0,805383845,1208033559,805383854,366960228,366960228,1
r14-o116-cpp_native-scalar-short-8388608,14,cpp_native,scalar,short,8388608,256,672870124,0,0,1476522020,4294969362,1476522014,672758106,672758106,1
r14-o117-clangpp-scalar-short-32768,14,clangpp,scalar,short,32768,65536,489271353,0,0,1073915189,1476985965,1073915194,489301345,489301345,1
r14-o118-c-avx2-float-67108864,14,c,avx2,float,67108864,32,164511277,0,0,361076426,268437351,361076452,164546687,164546687,1
r14-o119-go-scalar-short-262144,14,go,scalar,short,262144,8192,735273210,0,0,1608002812,5368835046,1608003628,734135134,734135134,true
r14-o120-cpp-scalar-double-262144,14,cpp,scalar,double,262144,8192,367114207,0,0,805409636,1073799553,805409616,366997721,366997721,1
r14-o121-rust-scalar-string16-1048576,14,rust,scalar,string16,1048576,2048,674391719,2147483648,2147483648,1480237321,4697637141,1480237352,674420923,674420923,1
r14-o122-clangpp-scalar-double-67108864,14,clangpp,scalar,double,67108864,32,389832453,0,0,855276345,369100252,855276334,389723145,389723145,1
r14-o123-go-scalar-double-1048576,14,go,scalar,double,1048576,2048,368879436,0,0,805960645,1342226377,805961156,368216831,368216831,true
r14-o124-cpp_unroll-u2-double-67108864,14,cpp_unroll,u2,double,67108864,32,388537825,0,0,852812988,671089212,852812994,388573317,388573317,1
r14-o125-cpp_native-scalar-string16-67108864,14,cpp_native,scalar,string16,67108864,32,709515617,2147483648,2147483648,1557332495,4697620975,1557332502,709551346,709551346,1
r14-o126-cpp_native-scalar-float-8388608,14,cpp_native,scalar,float,8388608,256,750088647,0,0,1645997889,1342180115,1645997892,749974352,749974352,1
r14-o127-c-scalar-int-262144,14,c,scalar,int,262144,8192,315464974,536870912,536870912,692422990,2147524937,692422984,315494446,315494446,1
r14-o128-cpp-avx2-double-1048576,14,cpp,avx2,double,1048576,2048,93495282,0,0,205201860,268478849,205201854,93525449,93525449,1
r14-o129-cpp_unroll-u2-double-262144,14,cpp_unroll,u2,double,262144,8192,367071405,0,0,805325835,671162654,805325884,366957913,366957913,1
r14-o130-rust-avx2-string16-8388608,14,rust,avx2,string16,8388608,256,136667053,2147483648,2147483648,299976798,536876312,299976776,136699501,136699501,1
r14-o131-c-scalar-float-1048576,14,c,scalar,float,1048576,2048,734054939,0,0,1610809604,2147498342,1610809640,733936912,733936912,1
r14-o132-cpp-avx2-short-32768,14,cpp,avx2,short,32768,65536,36912894,0,0,81024223,271253878,81024218,36940006,36940006,1
r14-o133-rust-avx2-string16-1048576,14,rust,avx2,string16,1048576,2048,91652772,2147483648,2147483648,201173676,536912152,201173676,91680017,91680017,1
r14-o134-c-avx2-short-32768,14,c,avx2,short,32768,65536,37014181,0,0,81246363,271253878,81246352,37042189,37042189,1
r14-o135-clangpp-scalar-int-67108864,14,clangpp,scalar,int,67108864,32,302569249,536870912,536870912,664120235,738198951,664120270,302605195,302605195,1
r14-o136-go-scalar-float-8388608,14,go,scalar,float,8388608,256,771263986,0,0,1683516987,2684823348,1683517242,769889832,769889832,true
r14-o137-c-avx2-short-8388608,14,c,avx2,short,8388608,256,137109556,0,0,300948616,268446838,300948626,137145049,137145049,1
r14-o138-cpp_native-scalar-double-67108864,14,cpp_native,scalar,double,67108864,32,388827088,0,0,853053663,671089235,853053674,388713851,388713851,1
r14-o139-cpp_unroll-u8-float-32768,14,cpp_unroll,u8,float,32768,65536,733847297,0,0,1610737296,873136402,1610737326,733876275,733876275,1
r14-o140-rust-avx2-short-32768,14,rust,avx2,short,32768,65536,62203653,0,0,136535285,405471512,136535278,62231137,62231137,1
r14-o141-cpp_unroll-u1-float-67108864,14,cpp_unroll,u1,float,67108864,32,766240823,0,0,1681445308,2147484147,1681445304,766125496,766125496,1
r14-o142-rust_unroll-u8-double-67108864,14,rust_unroll,u8,double,67108864,32,393504002,0,0,863324089,1207960121,863324088,393389667,393389667,1
r14-o143-c-scalar-float-8388608,14,c,scalar,float,8388608,256,759965503,0,0,1668064953,2147485796,1668064926,759998061,759998061,1
r14-o144-cpp_unroll-u8-float-262144,14,cpp_unroll,u8,float,262144,8192,733981232,0,0,1610650980,872505621,1610650954,733863295,733863295,1
r14-o145-rust-avx2-float-8388608,14,rust,avx2,float,8388608,256,132727491,0,0,291314162,402659864,291314166,132760329,132760329,1
r14-o146-c-scalar-double-32768,14,c,scalar,double,32768,65536,367090524,0,0,805360685,1074200961,805360710,366970202,366970202,1
r14-o147-cpp-scalar-short-1048576,14,cpp,scalar,short,1048576,2048,636175488,0,0,1396355750,4294977837,1396355752,636205613,636205613,1
r14-o148-cpp_unroll-u8-double-262144,14,cpp_unroll,u8,double,262144,8192,367081359,0,0,805347154,369172766,805347180,366966812,366966812,1
r14-o149-clangpp-scalar-double-262144,14,clangpp,scalar,double,262144,8192,366924488,0,0,805374041,369173690,805374042,366954519,366954519,1
r14-o150-rust_unroll-u1-double-32768,14,rust_unroll,u1,double,32768,65536,367392345,0,0,806399199,1074069788,806399176,367422829,367422829,1
r14-o151-cpp_native-scalar-int-67108864,14,cpp_native,scalar,int,67108864,32,358404756,536870912,536870912,786286409,2147484146,786286402,358291012,358291012,1
r14-o152-rust-avx2-float-32768,14,rust,avx2,float,32768,65536,90714567,0,0,199098423,404291864,199098416,90741831,90741831,1
r14-o153-cpp-scalar-short-67108864,14,cpp,scalar,short,67108864,32,674828758,0,0,1480802725,4294967759,1480802752,674712413,674712413,1
r14-o154-go-scalar-string16-262144,14,go,scalar,string16,262144,8192,2269037173,2147483648,2147483648,4967221449,12616725396,4967223162,2266580666,2266580666,true
r14-o155-clangpp-scalar-float-8388608,14,clangpp,scalar,float,8388608,256,747827229,0,0,1641030464,738200995,1641030490,747707006,747707006,1
r14-o156-rust-avx2-string16-262144,14,rust,avx2,string16,262144,8192,88126057,2147483648,2147483648,193433180,537035032,193433174,88156230,88156230,1
r14-o157-rust-scalar-double-32768,14,rust,scalar,double,32768,65536,366992428,0,0,805521497,1074069787,805521508,367021512,367021512,1
r14-o158-c-avx2-short-67108864,14,c,avx2,short,67108864,32,161030466,0,0,353453074,268437206,353453100,161067042,161067042,1
r14-o159-cpp-avx2-float-32768,14,cpp,avx2,float,32768,65536,92071567,0,0,202077337,271581543,202077370,92098723,92098723,1
r14-o160-rust_unroll-u8-double-8388608,14,rust_unroll,u8,double,8388608,256,387602741,0,0,850361062,1207962137,850361072,387480276,387480276,1
r14-o161-go-scalar-float-262144,14,go,scalar,float,262144,8192,736436611,0,0,1610896163,2684484334,1610897134,735363920,735363920,true
r14-o162-cpp-avx2-int-1048576,14,cpp,avx2,int,1048576,2048,76729990,536870912,536870912,168419504,268491121,168419504,76758642,76758642,1
r14-o163-rust-scalar-string16-262144,14,rust,scalar,string16,262144,8192,669516982,2147483648,2147483648,1469537787,4697686293,1469537806,669546650,669546650,1
r14-o164-cpp-avx2-float-67108864,14,cpp,avx2,float,67108864,32,164107319,0,0,359786577,268437353,359786636,163988720,163988720,1
r14-o165-cpp-scalar-float-67108864,14,cpp,scalar,float,67108864,32,765424794,0,0,1680048529,2147484228,1680048546,765461679,765461679,1
r14-o166-cpp_native-scalar-int-8388608,14,cpp_native,scalar,int,8388608,256,349372503,536870912,536870912,766463252,2147485714,766463258,349258648,349258648,1
r14-o167-cpp_unroll-u1-double-67108864,14,cpp_unroll,u1,double,67108864,32,387168165,0,0,849807047,1073742321,849807068,387206268,387206268,1
r14-o168-rust_unroll-u2-double-32768,14,rust_unroll,u2,double,32768,65536,367167210,0,0,805529552,1611268375,805529560,367050947,367050947,1
r14-o169-rust-avx2-int-32768,14,rust,avx2,int,32768,65536,62032716,536870912,536870912,136160141,404422937,136160134,62060585,62060585,1
r14-o170-c-scalar-float-262144,14,c,scalar,float,262144,8192,733828339,0,0,1610695863,2147541348,1610695856,733857716,733857716,1
r14-o171-c-scalar-int-1048576,14,c,scalar,int,1048576,2048,318646633,536870912,536870912,699017965,2147494219,699017990,318527217,318527217,1
r14-o172-cpp_native-scalar-double-262144,14,cpp_native,scalar,double,262144,8192,366903915,0,0,805327107,671170833,805327138,366932731,366932731,1
r14-o173-clangpp-scalar-short-1048576,14,clangpp,scalar,short,1048576,2048,491476939,0,0,1078373237,1476414575,1078373208,491358705,491358705,1
r14-o174-cpp-avx2-int-8388608,14,cpp,avx2,int,8388608,256,118235223,536870912,536870912,259520235,268442737,259520228,118267393,118267393,1
r14-o175-cpp_unroll-u2-float-262144,14,cpp_unroll,u2,float,262144,8192,733816521,0,0,1610670505,1610694930,1610670512,733847909,733847909,1
r14-o176-cpp-avx2-short-262144,14,cpp,avx2,short,262144,8192,63051470,0,0,138028838,268788088,138028836,62935874,62935874,1
r14-o177-rust_unroll-u1-float-67108864,14,rust_unroll,u1,float,67108864,32,765318879,0,0,1679815698,2147484094,1679815720,765353754,765353754,1
r14-o178-go-scalar-double-32768,14,go,scalar,double,32768,65536,368928606,0,0,805855699,1342734226,805856370,368135530,368135530,true
r14-o179-rust-scalar-int-262144,14,rust,scalar,int,262144,8192,316555093,536870912,536870912,694815479,2147524892,694815484,316583343,316583343,1
r14-o180-cpp_native-scalar-float-32768,14,cpp_native,scalar,float,32768,65536,734019507,0,0,1610740231,1342832915,1610740230,733903546,733903546,1
r14-o181-rust-scalar-int-67108864,14,rust,scalar,int,67108864,32,357969121,536870912,536870912,785716804,2147484092,785716822,358003197,358003197,1
r14-o182-rust-avx2-short-8388608,14,rust,avx2,short,8388608,256,127681212,0,0,280253290,402664472,280253270,127714092,127714092,1
r14-o183-cpp_native-scalar-int-32768,14,cpp_native,scalar,int,32768,65536,312299038,536870912,536870912,685091752,2147942674,685091748,312179323,312179323,1
r14-o184-c-scalar-string16-8388608,14,c,scalar,string16,8388608,256,952705989,2147483648,2147483648,2090729965,4831840640,2090729938,952590154,952590154,1
r14-o185-go-scalar-int-67108864,14,go,scalar,int,67108864,32,424251713,536870912,536870912,927050725,2684389503,927050982,423592139,423592139,true
r14-o186-go-scalar-string16-32768,14,go,scalar,string16,32768,65536,2269567880,2147483648,2147483648,4969338873,12617298443,4969340750,2267269964,2267269964,true
r14-o187-cpp_unroll-u1-float-32768,14,cpp_unroll,u1,float,32768,65536,734051061,0,0,1610820954,2147942675,1610820926,733935602,733935602,1
r14-o188-cpp-avx2-double-8388608,14,cpp,avx2,double,8388608,256,142434762,0,0,312620111,268441217,312620110,142467471,142467471,1
r14-o189-rust_unroll-u2-float-8388608,14,rust_unroll,u2,float,8388608,256,754312272,0,0,1655266391,3221228313,1655266382,754198439,754198439,1
r14-o190-rust-avx2-int-67108864,14,rust,avx2,int,67108864,32,164569965,536870912,536870912,361221457,402654329,361221476,164606426,164606426,1
r14-o191-rust-scalar-double-8388608,14,rust,scalar,double,8388608,256,393973374,0,0,864355773,1073743389,864355800,393856573,393856573,1
r14-o192-cpp-scalar-string16-8388608,14,cpp,scalar,string16,8388608,256,951747770,2147483648,2147483648,2088628296,4831840640,2088628300,951632338,951632338,1
r14-o193-rust-scalar-float-67108864,14,rust,scalar,float,67108864,32,765388887,0,0,1679969652,2147484092,1679969676,765424895,765424895,1
r14-o194-cpp-scalar-short-32768,14,cpp,scalar,short,32768,65536,623415098,0,0,1367954037,4295295279,1367954038,623294975,623294975,1
r14-o195-cpp_native-scalar-string16-32768,14,cpp_native,scalar,string16,32768,65536,556467821,2147483648,2147483648,1221027583,4698079505,1221027566,556351278,556351278,1
r14-o196-cpp-scalar-string16-1048576,14,cpp,scalar,string16,1048576,2048,919678525,2147483648,2147483648,2018241460,4831854977,2018241456,919563187,919563187,1
r14-o197-cpp-avx2-double-67108864,14,cpp,avx2,double,67108864,32,163682456,0,0,359258465,268436513,359258460,163717688,163717688,1
r14-o198-rust-scalar-double-1048576,14,rust,scalar,double,1048576,2048,367078941,0,0,805711408,1073752347,805711412,367108046,367108046,1
r14-o199-clangpp-scalar-float-67108864,14,clangpp,scalar,float,67108864,32,754626262,0,0,1655959464,738198979,1655959470,754512873,754512873,1
r14-o200-cpp_unroll-u8-double-8388608,14,cpp_unroll,u8,double,8388608,256,378125315,0,0,829958440,369101340,829958448,378161982,378161982,1
r14-o201-rust_unroll-u8-float-8388608,14,rust_unroll,u8,float,8388608,256,748688533,0,0,1642931541,2415921690,1642931554,748573872,748573872,1
r14-o202-go-scalar-float-32768,14,go,scalar,float,32768,65536,736176384,0,0,1610857504,2684942872,1610858546,735214511,735214511,true
r14-o203-clangpp-scalar-string16-67108864,14,clangpp,scalar,string16,67108864,32,711072108,2147483648,2147483648,1560367073,4697621879,1560367072,710959144,710959144,1
r14-o204-c-scalar-short-8388608,14,c,scalar,short,8388608,256,670851824,0,0,1472467653,4294968877,1472467656,670884763,670884763,1
r14-o205-rust-scalar-short-1048576,14,rust,scalar,short,1048576,2048,635351158,0,0,1394183832,4294977822,1394183846,635240504,635240504,1
r14-o206-rust-scalar-int-32768,14,rust,scalar,int,32768,65536,312411659,536870912,536870912,685721151,2147811612,685721124,312440283,312440283,1
r14-o207-clangpp-scalar-int-262144,14,clangpp,scalar,int,262144,8192,245616044,536870912,536870912,539112095,738272391,539112112,245647109,245647109,1
r14-o208-cpp_native-scalar-short-1048576,14,cpp_native,scalar,short,1048576,2048,636361002,0,0,1396373107,4294981907,1396373110,636243784,636243784,1
r14-o209-rust_unroll-u8-float-262144,14,rust_unroll,u8,float,262144,8192,733985903,0,0,1610665313,2415993114,1610665320,733870772,733870772,1
r14-o210-go-scalar-string16-67108864,14,go,scalar,string16,67108864,32,2309867566,2147483648,2147483648,5049404084,12616644626,5049404998,2305991825,2305991825,true
r14-o211-go-scalar-float-1048576,14,go,scalar,float,1048576,2048,736681745,0,0,1611120398,2684435182,1611121226,735554983,735554983,true
r14-o212-cpp_unroll-u8-double-67108864,14,cpp_unroll,u8,double,67108864,32,382958990,0,0,840568795,369099324,840568784,382997158,382997158,1
r14-o213-cpp_native-scalar-int-262144,14,cpp_native,scalar,int,262144,8192,316971736,536870912,536870912,695362939,2147541266,695362910,316858256,316858256,1
r14-o214-cpp-scalar-short-8388608,14,cpp,scalar,short,8388608,256,664989375,0,0,1459600139,4294968877,1459600142,665021646,665021646,1
r14-o215-cpp-avx2-string16-262144,14,cpp,avx2,string16,262144,8192,74160480,2147483648,2147483648,162779390,469950853,162779452,74189213,74189213,1
r14-o216-cpp-avx2-string16-32768,14,cpp,avx2,string16,32768,65536,62082397,2147483648,2147483648,135904218,471269766,135904230,61956857,61956857,1
r14-o217-cpp-avx2-float-1048576,14,cpp,avx2,float,1048576,2048,93487053,0,0,205183956,268534119,205183946,93513147,93513147,1
r14-o218-cpp-avx2-string16-67108864,14,cpp,avx2,string16,67108864,32,169168098,2147483648,2147483648,371314176,469763173,371314174,169202658,169202658,1
r14-o219-rust_unroll-u8-double-32768,14,rust_unroll,u8,double,32768,65536,367313095,0,0,806225175,1208549655,806225200,367341819,367341819,1
r14-o220-go-scalar-short-67108864,14,go,scalar,short,67108864,32,787031680,0,0,1718556009,5368772606,1718555982,785612727,785612727,true
r14-o221-rust_unroll-u8-double-1048576,14,rust_unroll,u8,double,1048576,2048,366971032,0,0,805474328,1207978263,805474318,367000780,367000780,1
r14-o222-c-scalar-short-262144,14,c,scalar,short,262144,8192,633783727,0,0,1390714595,4295008559,1390714622,633662703,633662703,1
r14-o223-cpp_unroll-u1-float-8388608,14,cpp_unroll,u1,float,8388608,256,756246205,0,0,1659496635,2147485716,1659496652,756128939,756128939,1
r14-o224-rust-avx2-float-262144,14,rust,avx2,float,262144,8192,101213425,0,0,222141722,402858264,222141722,101242354,101242354,1
r14-o225-cpp_native-scalar-double-8388608,14,cpp_native,scalar,double,8388608,256,381974453,0,0,838406484,671091473,838406470,382010057,382010057,1
r14-o226-go-scalar-double-8388608,14,go,scalar,double,8388608,256,397450336,0,0,866675312,1342615790,866675260,396632246,396632246,true
r14-o227-cpp_native-scalar-string16-8388608,14,cpp_native,scalar,string16,8388608,256,699835079,2147483648,2147483648,1536083513,4697622543,1536083516,699867475,699867475,1
r14-o228-c-avx2-string16-32768,14,c,avx2,string16,32768,65536,62271669,2147483648,2147483648,136296103,471269767,136296072,62149561,62149561,1
r14-o229-cpp_unroll-u8-float-1048576,14,cpp_unroll,u8,float,1048576,2048,733862026,0,0,1610770301,872438034,1610770282,733893783,733893783,1
